 Location,Block,Floor,Area,18:4b:0d:23:60:78,44:1e:98:fb:55:d8,44:1e:98:3b:55:dc,44:1e:98:bb:55:d8,60:d0:2c:9f:63:98,60:d0:2c:df:63:98,44:1e:98:bb:55:dc,44:1e:98:3b:55:d8,18:4b:0d:a3:60:78,18:4b:0d:e3:60:78,44:1e:98:fb:55:dc,18:4b:0d:dc:30:98,18:4b:0d:1c:30:98,60:d0:2c:df:63:9c,18:4b:0d:a3:75:38,18:4b:0d:e3:75:38,18:4b:0d:9c:30:98,24:79:2a:34:ea:0d,18:4b:0d:dc:30:9c,58:b6:33:fa:1c:dc,24:79:2a:74:ea:0c,58:b6:33:3a:1c:dc,60:d0:2c:1f:63:98,58:b6:33:ba:1c:dc,60:d0:2c:9f:63:9c,18:4b:0d:1c:30:9c,18:4b:0d:9c:30:9c,60:d0:2c:1f:63:9c,24:79:2a:f4:ea:0c,24:79:2a:f4:ea:08,24:79:2a:74:ea:08,24:79:2a:34:ea:09,58:b6:33:3a:1c:d8,58:b6:33:ba:1c:d8,58:b6:33:fa:1c:d8,18:4b:0d:a3:75:3c,18:4b:0d:e3:75:3c,18:4b:0d:23:75:38,18:4b:0d:e3:60:7c,18:4b:0d:23:60:7c,18:4b:0d:a3:60:7c,18:4b:0d:23:75:3c,1c:b9:c4:3d:84:e8,1c:b9:c4:fd:84:e8,1c:b9:c4:bd:84:e8,1c:b9:c4:bd:84:ec,1c:b9:c4:3d:84:ec,1c:b9:c4:fd:84:ec,2c:c5:d3:e0:f8:b8,2c:c5:d3:a0:f8:b8,80:03:84:9a:69:68,5c:df:89:da:c4:08,5c:df:89:9a:c4:08,20:58:69:39:70:e8,d8:38:fc:b5:9b:58,d8:38:fc:b5:dc:e8,d8:38:fc:35:dd:28,d8:38:fc:75:dd:28,d8:38:fc:35:9b:58,d8:38:fc:75:9b:58,d8:38:fc:75:dd:2c,d8:38:fc:78:bc:38,20:58:69:79:70:e8,d8:38:fc:b5:d6:28,d8:38:fc:b5:dd:28,d8:38:fc:35:dc:e8,d8:38:fc:75:dc:e8,d8:38:fc:b5:dd:2c,d8:38:fc:35:d6:28,d8:38:fc:75:d6:28,20:58:69:b9:70:e8,d8:38:fc:b8:bc:38,5c:df:89:1a:c4:08,80:03:84:da:69:68,24:79:2a:f4:ea:38,24:79:2a:b4:ea:38,Time
 LAB_1_3PM_P_8,8,1,16.0,-75,-75,-110,-75,-54,-55,-110,-75,-75,-74,-110,-110,-110,-61,-72,-72,-110,-59,-110,-82,-61,-110,-55,-82,-61,-110,-110,-62,-59,-110,-110,-110,-75,-73,-74,-75,-74,-72,-82,-82,-82,-75,-68,-68,-67,-83,-83,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3
 LAB_1_3PM_P_9,9,1,16.0,-75,-76,-110,-75,-110,-110,-110,-77,-75,-74,-110,-110,-110,-59,-110,-110,-110,-64,-110,-80,-65,-80,-110,-80,-58,-110,-110,-60,-64,-53,-53,-53,-76,-76,-75,-75,-75,-110,-83,-83,-82,-76,-76,-75,-75,-87,-83,-87,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3
 LAB_1_3PM_Q_1,1,1,17.0,-110,-76,-110,-76,-29,-29,-80,-77,-110,-110,-80,-110,-110,-66,-110,-110,-110,-43,-110,-80,-43,-73,-30,-80,-66,-110,-110,-68,-42,-110,-110,-110,-110,-110,-110,-82,-81,-110,-110,-110,-110,-110,-110,-110,-110,-83,-81,-85,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3
 LAB_1_3PM_Q_10,10,1,17.0,-110,-72,-76,-70,-110,-110,-74,-72,-62,-63,-74,-110,-110,-55,-64,-61,-110,-62,-110,-83,-65,-110,-110,-82,-54,-110,-110,-56,-64,-110,-110,-110,-110,-110,-110,-80,-79,-65,-79,-80,-80,-80,-69,-69,-69,-82,-110,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3
 LAB_1_3PM_Q_11,11,1,17.0,-110,-72,-76,-70,-110,-110,-74,-72,-62,-63,-74,-110,-110,-55,-110,-61,-110,-62,-110,-83,-65,-110,-110,-82,-54,-110,-110,-56,-64,-110,-110,-110,-110,-110,-110,-80,-79,-110,-79,-80,-80,-80,-69,-69,-69,-82,-110,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3
 LAB_1_3PM_Q_12,12,1,17.0,-110,-72,-72,-70,-110,-110,-70,-72,-62,-63,-70,-110,-110,-60,-62,-62,-110,-54,-110,-85,-55,-110,-110,-84,-59,-110,-110,-61,-54,-110,-110,-110,-73,-73,-72,-76,-76,-63,-79,-80,-80,-77,-69,-69,-69,-82,-110,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3
 LAB_1_3PM_Q_2,2,1,17.0,-110,-76,-110,-76,-59,-110,-80,-77,-110,-110,-80,-110,-110,-68,-110,-110,-110,-36,-110,-82,-35,-110,-110,-82,-67,-110,-110,-69,-34,-29,-28,-29,-74,-72,-72,-79,-80,-110,-110,-110,-110,-80,-71,-69,-69,-84,-82,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3
 LAB_1_3PM_Q_3,3,1,17.0,-110,-110,-110,-110,-59,-110,-80,-110,-110,-110,-80,-110,-110,-56,-110,-110,-110,-38,-110,-82,-43,-110,-110,-82,-55,-110,-110,-58,-41,-31,-32,-32,-74,-72,-72,-84,-82,-110,-83,-110,-84,-80,-71,-69,-69,-80,-82,-79,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3
 LAB_1_3PM_Q_4,4,1,17.0,-110,-110,-82,-110,-110,-110,-80,-110,-110,-110,-80,-110,-110,-53,-110,-110,-110,-49,-110,-110,-45,-110,-110,-86,-53,-110,-110,-54,-44,-31,-32,-32,-110,-110,-110,-83,-84,-110,-82,-110,-83,-110,-110,-110,-110,-81,-82,-81,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3
 LAB_1_3PM_Q_5,5,1,17.0,-110,-110,-82,-110,-110,-110,-80,-110,-110,-110,-80,-110,-110,-53,-110,-110,-110,-49,-110,-110,-45,-110,-110,-86,-53,-110,-110,-54,-44,-110,-110,-110,-110,-110,-110,-83,-84,-110,-82,-110,-83,-110,-110,-110,-110,-81,-110,-81,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3
 LAB_1_3PM_Q_6,6,1,17.0,-110,-110,-82,-110,-110,-110,-80,-110,-110,-110,-80,-110,-110,-53,-110,-110,-110,-49,-110,-110,-45,-110,-110,-86,-53,-110,-110,-54,-44,-110,-110,-110,-110,-110,-110,-83,-84,-110,-82,-110,-83,-110,-110,-110,-110,-81,-110,-81,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3
 LAB_1_3PM_Q_7,7,1,17.0,-110,-110,-82,-110,-110,-110,-80,-110,-110,-110,-80,-110,-110,-53,-69,-110,-110,-59,-110,-83,-64,-110,-110,-82,-52,-110,-110,-54,-63,-110,-110,-110,-71,-71,-70,-70,-71,-110,-82,-110,-83,-72,-72,-110,-110,-82,-110,-81,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3
 LAB_1_3PM_Q_8,8,1,17.0,-110,-110,-110,-110,-110,-110,-81,-110,-110,-110,-83,-110,-110,-56,-66,-67,-110,-60,-110,-82,-60,-110,-110,-83,-54,-110,-110,-57,-60,-110,-110,-110,-74,-73,-74,-74,-74,-67,-110,-110,-110,-75,-72,-72,-71,-82,-82,-81,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3
 LAB_1_3PM_Q_9,9,1,17.0,-110,-71,-76,-69,-110,-110,-75,-71,-66,-66,-75,-110,-110,-52,-64,-65,-110,-59,-110,-85,-62,-110,-110,-86,-51,-110,-110,-53,-61,-110,-110,-110,-74,-73,-74,-78,-78,-65,-81,-110,-83,-79,-72,-72,-71,-84,-82,-84,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,3
 LAB_1_6PM_A_1,1,1,1.0,-70,-48,-61,-47,-110,-110,-61,-48,-69,-69,-60,-50,-52,-55,-80,-82,-49,-60,-71,-71,-61,-71,-110,-71,-54,-68,-72,-56,-60,-57,-57,-56,-56,-56,-56,-85,-86,-110,-85,-110,-85,-110,-65,-65,-65,-73,-74,-74,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_1_6PM_A_10,10,1,1.0,-110,-66,-82,-66,-37,-38,-81,-66,-110,-110,-80,-78,-76,-37,-75,-76,-78,-63,-110,-72,-65,-72,-36,-72,-37,-110,-110,-39,-63,-56,-57,-56,-71,-71,-69,-83,-83,-75,-110,-110,-110,-110,-72,-69,-69,-84,-110,-84,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_1_6PM_A_11,11,1,1.0,-110,-66,-82,-66,-37,-38,-81,-66,-110,-110,-80,-78,-110,-37,-110,-110,-78,-63,-110,-72,-65,-72,-36,-72,-37,-110,-110,-39,-63,-56,-57,-56,-71,-71,-69,-110,-110,-110,-110,-110,-110,-110,-72,-69,-69,-84,-110,-84,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_1_6PM_A_12,12,1,1.0,-110,-66,-82,-66,-37,-38,-81,-66,-110,-110,-80,-78,-110,-37,-110,-110,-78,-63,-110,-72,-65,-72,-36,-72,-37,-110,-110,-39,-63,-56,-57,-56,-71,-71,-69,-110,-110,-110,-110,-110,-110,-110,-72,-69,-69,-84,-110,-84,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_1_6PM_A_2,2,1,1.0,-77,-53,-64,-53,-49,-49,-63,-54,-75,-76,-64,-67,-68,-52,-78,-78,-67,-63,-71,-72,-64,-71,-50,-71,-51,-72,-71,-53,-63,-59,-110,-58,-56,-56,-56,-110,-110,-110,-110,-110,-110,-110,-65,-65,-65,-76,-76,-76,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_1_6PM_A_3,3,1,1.0,-77,-53,-73,-53,-49,-49,-73,-54,-75,-76,-72,-67,-68,-57,-79,-79,-67,-67,-85,-67,-69,-67,-50,-67,-57,-72,-84,-59,-67,-62,-62,-61,-56,-56,-56,-110,-110,-110,-110,-110,-110,-110,-71,-71,-71,-81,-76,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_1_6PM_A_4,4,1,1.0,-78,-53,-76,-54,-55,-55,-74,-55,-77,-77,-74,-67,-68,-54,-79,-79,-67,-62,-85,-75,-63,-75,-55,-75,-54,-110,-84,-55,-62,-62,-62,-61,-63,-62,-62,-110,-110,-110,-110,-110,-110,-110,-65,-65,-66,-83,-110,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_1_6PM_A_5,5,1,1.0,-78,-53,-76,-54,-55,-55,-74,-55,-77,-77,-74,-110,-110,-54,-110,-110,-110,-62,-110,-75,-63,-75,-55,-75,-54,-110,-110,-55,-62,-110,-110,-110,-63,-62,-62,-110,-110,-110,-110,-110,-110,-110,-65,-65,-66,-83,-110,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_1_6PM_A_6,6,1,1.0,-78,-53,-76,-54,-55,-55,-74,-55,-77,-77,-74,-110,-110,-54,-110,-110,-110,-62,-110,-75,-63,-75,-55,-75,-54,-110,-110,-55,-62,-110,-110,-110,-63,-62,-62,-110,-110,-110,-110,-110,-110,-110,-65,-65,-66,-83,-110,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_1_6PM_A_7,7,1,1.0,-78,-57,-76,-57,-55,-55,-74,-58,-77,-77,-74,-74,-75,-51,-77,-77,-74,-69,-86,-70,-70,-70,-55,-70,-52,-110,-85,-53,-69,-110,-50,-110,-64,-65,-65,-84,-84,-78,-110,-110,-110,-110,-67,-68,-68,-82,-82,-81,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_1_6PM_A_8,8,1,1.0,-78,-53,-84,-51,-110,-110,-82,-54,-77,-77,-82,-77,-78,-47,-78,-78,-76,-71,-86,-75,-72,-75,-110,-76,-46,-110,-85,-47,-70,-110,-50,-110,-58,-59,-58,-82,-81,-78,-110,-110,-110,-110,-70,-70,-70,-83,-83,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_1_6PM_A_9,9,1,1.0,-78,-66,-84,-66,-110,-110,-82,-67,-77,-77,-82,-75,-76,-47,-75,-76,-75,-71,-86,-73,-72,-73,-110,-73,-46,-110,-110,-49,-71,-110,-110,-110,-60,-61,-61,-83,-83,-75,-110,-110,-110,-110,-69,-69,-68,-84,-83,-84,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_1_6PM_B_1,1,1,2.0,-65,-46,-63,-46,-55,-55,-61,-47,-65,-65,-61,-59,-61,-61,-79,-80,-61,-63,-75,-78,-64,-78,-56,-78,-60,-75,-75,-62,-63,-56,-57,-56,-69,-68,-68,-110,-110,-110,-82,-82,-81,-110,-69,-69,-70,-75,-74,-75,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_1_6PM_B_10,10,1,2.0,-110,-52,-77,-53,-42,-42,-76,-53,-110,-110,-76,-74,-75,-44,-76,-75,-110,-68,-110,-73,-68,-74,-44,-74,-44,-110,-110,-44,-68,-110,-110,-110,-110,-110,-110,-110,-110,-77,-110,-110,-110,-110,-68,-110,-78,-84,-110,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_1_6PM_B_11,11,1,2.0,-110,-57,-81,-57,-42,-42,-80,-58,-80,-81,-80,-74,-75,-36,-76,-80,-110,-71,-110,-75,-72,-76,-44,-75,-37,-110,-110,-37,-71,-60,-60,-60,-69,-69,-68,-85,-85,-77,-110,-110,-110,-110,-68,-110,-78,-86,-110,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_1_6PM_B_12,12,1,2.0,-110,-57,-81,-57,-110,-110,-80,-58,-80,-81,-80,-110,-110,-36,-110,-80,-110,-71,-110,-75,-72,-76,-110,-75,-37,-110,-110,-37,-71,-60,-60,-60,-69,-69,-68,-85,-85,-110,-110,-110,-110,-110,-110,-110,-110,-86,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_1_6PM_B_2,2,1,2.0,-74,-46,-62,-46,-55,-55,-61,-47,-74,-75,-61,-70,-70,-63,-79,-80,-69,-66,-85,-70,-66,-71,-56,-71,-62,-75,-85,-63,-66,-110,-110,-110,-62,-63,-63,-84,-84,-110,-82,-82,-81,-110,-67,-67,-67,-84,-74,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_1_6PM_B_3,3,1,2.0,-71,-51,-69,-50,-59,-59,-67,-51,-70,-71,-68,-64,-64,-57,-79,-80,-64,-65,-86,-65,-66,-66,-59,-65,-57,-110,-86,-57,-65,-110,-110,-110,-62,-61,-62,-84,-84,-79,-110,-110,-110,-110,-70,-70,-70,-76,-75,-76,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_1_6PM_B_4,4,1,2.0,-76,-54,-79,-52,-52,-53,-79,-55,-75,-75,-79,-70,-71,-56,-79,-80,-71,-56,-86,-74,-57,-74,-54,-74,-55,-110,-86,-57,-56,-55,-55,-55,-62,-61,-62,-110,-110,-79,-110,-110,-110,-110,-65,-65,-65,-81,-81,-81,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_1_6PM_B_5,5,1,2.0,-76,-54,-79,-52,-52,-53,-79,-55,-75,-75,-79,-70,-71,-56,-110,-110,-71,-56,-110,-74,-57,-74,-54,-74,-55,-110,-110,-57,-56,-55,-55,-55,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-65,-65,-65,-81,-81,-81,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_1_6PM_B_6,6,1,2.0,-76,-51,-75,-51,-52,-53,-74,-53,-78,-77,-73,-70,-71,-53,-110,-110,-71,-67,-83,-67,-69,-67,-54,-67,-52,-110,-84,-54,-68,-55,-55,-55,-58,-58,-58,-83,-82,-110,-110,-110,-110,-110,-68,-69,-68,-79,-79,-80,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_1_6PM_B_7,7,1,2.0,-110,-46,-75,-46,-43,-44,-74,-47,-78,-77,-73,-73,-71,-50,-110,-110,-72,-71,-86,-74,-71,-74,-45,-74,-50,-110,-85,-51,-71,-53,-52,-52,-68,-68,-68,-80,-80,-110,-110,-110,-110,-110,-72,-72,-72,-80,-81,-81,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_1_6PM_B_8,8,1,2.0,-79,-47,-77,-47,-43,-44,-76,-48,-78,-78,-76,-73,-71,-45,-110,-110,-72,-72,-86,-76,-72,-76,-45,-76,-45,-110,-85,-47,-72,-53,-52,-52,-59,-59,-59,-80,-80,-110,-110,-110,-110,-110,-71,-70,-70,-84,-81,-84,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_1_6PM_B_9,9,1,2.0,-79,-52,-77,-53,-42,-42,-76,-53,-78,-78,-76,-74,-75,-44,-76,-75,-110,-68,-110,-73,-68,-74,-44,-74,-44,-110,-110,-44,-68,-110,-110,-110,-59,-59,-59,-110,-110,-77,-110,-110,-110,-110,-68,-70,-78,-84,-110,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_1_6PM_C_1,1,1,3.0,-74,-47,-67,-45,-67,-110,-66,-45,-73,-73,-66,-61,-58,-64,-88,-89,-61,-56,-71,-110,-57,-110,-67,-110,-63,-72,-71,-65,-56,-65,-65,-110,-69,-69,-69,-94,-94,-110,-84,-85,-84,-110,-73,-73,-73,-77,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_1_6PM_C_13,13,1,3.0,-86,-66,-81,-63,0,0,-80,-67,-86,-86,-80,-85,-85,-42,-87,-88,-84,-73,-110,-80,-74,-80,-110,-80,-42,-110,-110,-43,-73,-68,-68,-68,-88,-87,-88,-90,-89,-87,-110,-110,-110,-110,-86,-80,-86,-87,-87,-87,-88,-87,-110,-88,-88,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_1_6PM_C_14,14,1,3.0,-75,-75,-81,-76,-34,-33,-79,-76,-74,-74,-79,-89,-82,-35,-80,-81,-88,-71,-110,-110,-72,-110,-34,-110,-33,-110,-110,-36,-71,-69,-69,-69,-79,-78,-77,-110,-110,-82,-89,-110,-90,-110,-83,-82,-83,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_1_6PM_C_2,2,1,3.0,-77,-55,-65,-55,-61,-61,-63,-53,-76,-77,-63,-66,-67,-63,-85,-85,-65,-54,-110,-110,-56,-110,-62,-110,-64,-110,-110,-65,-55,-70,-68,-70,-69,-69,-69,-110,-110,-110,-88,-87,-88,-110,-76,-75,-75,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_1_6PM_D_1,1,1,4.0,-74,-47,-67,-45,-67,-110,-66,-45,-73,-73,-66,-61,-58,-64,-88,-89,-61,-56,-71,-110,-57,-110,-67,-110,-63,-72,-71,-65,-56,-65,-65,-110,-69,-69,-69,-94,-94,-110,-84,-85,-84,-110,-73,-73,-73,-77,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_1_6PM_D_13,13,1,4.0,-86,-66,-81,-63,0,0,-80,-67,-86,-86,-80,-85,-85,-42,-87,-88,-84,-73,-110,-80,-74,-80,-110,-80,-42,-110,-110,-43,-73,-68,-68,-68,-110,-110,-110,-90,-89,-110,-110,-110,-110,-110,-110,-80,-110,-87,-87,-87,-88,-87,-110,-88,-88,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_1_6PM_D_14,14,1,4.0,-110,-75,-79,-72,-34,-35,-86,-73,-110,-110,-87,-83,-82,-37,-84,-84,-81,-75,-110,-110,-76,-110,-36,-110,-37,-110,-110,-39,-75,-71,-72,-72,-79,-76,-76,-110,-110,-83,-89,-110,-90,-110,-81,-87,-87,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_1_6PM_D_2,2,1,4.0,-77,-63,-79,-63,-62,-62,-77,-64,-89,-87,-77,-68,-68,-59,-85,-85,-68,-60,-110,-110,-61,-110,-63,-110,-59,-110,-110,-60,-60,-66,-65,-66,-74,-74,-74,-110,-110,-84,-88,-87,-88,-110,-73,-73,-74,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_1_6PM_E_1,1,1,5.0,-74,-67,-84,-72,-63,-64,-82,-72,-73,-89,-83,-76,-77,-61,-84,-84,-76,-55,-71,-76,-56,-76,-64,-76,-60,-72,-94,-62,-55,-59,-58,-58,-68,-68,-68,-94,-94,-85,-84,-85,-84,-110,-77,-77,-77,-73,-73,-73,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_1_6PM_E_13,13,1,5.0,-86,-69,-81,-69,-7,-7,-80,-70,-85,-86,-80,-85,-85,-48,-79,-82,-85,-71,-110,-80,-71,-81,-8,-81,-48,-110,-110,-50,-71,-66,-66,-66,-76,-77,-77,-88,-88,-84,-92,-110,-92,-88,-110,-80,-110,-90,-87,-90,-88,-87,-110,-88,-88,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_1_6PM_E_14,14,1,5.0,-82,-81,-85,-80,-42,-42,-83,-82,-80,-81,-83,-78,-81,-51,-80,-80,-81,-71,-110,-110,-71,-110,-40,-110,-52,-110,-110,-52,-72,-67,-67,-68,-75,-77,-76,-110,-110,-81,-89,-110,-91,-110,-82,-82,-82,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
 LAB_1_6PM_E_2,2,1,5.0,-87,-68,-82,-68,-64,-64,-82,-68,-88,-87,-81,-69,-69,-64,-85,-86,-68,-58,-110,-110,-59,-110,-66,-110,-63,-110,-110,-65,-58,-55,-57,-56,-72,-72,-72,-110,-110,-84,-88,-110,-88,-110,-74,-74,-74,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,6
